,ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,second_taste,third_taste,fourth_taste
684,1676,Dormouse,U.k.,2015,Colombia,"Colombia, Batch 9",80.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,bitter,molasses,marshmallow,
685,1676,Dormouse,U.k.,2015,Madagascar,"Madagascar, Batch 8",77.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,molasses,,
686,1672,Dormouse,U.k.,2015,Venezuela,"Rio Caribe, Batch 7",70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,burnt rubber,molasses,,
687,1880,Dormouse,U.k.,2016,Grenada,Non Pariel Estate,75.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,licorice,molasses,rubber,
688,2052,Dormouse,U.k.,2018,Guatemala,"Verapaz, batch 254",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,near perfect shine,cocoa,,
689,2096,Dormouse,U.k.,2018,Peru,"Piura, batch 274",80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,molasses,fruit,,
690,2052,Dormouse,U.k.,2018,Philippines,"Kablon Farm, batch 242",71.5,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_not_sugar,have_sweetener_without_sugar,molasses notes from sugar,,,
691,2390,Double Spiral,U.S.A,2019,Dominican republic,Hispaniola,75.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,cocoa,grassy,spicy
692,2390,Double Spiral,U.S.A,2019,Tanzania,Kokoa Kamili,70.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,sour,sweet,mild fruit
693,2390,Double Spiral,U.S.A,2019,Dominican republic,Oko Caribe,75.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,earthy,walnut,
694,516,Duffy's,U.k.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,rich cocoa,fruity,strong floral,
695,523,Duffy's,U.k.,2010,Peru,Star of Peru,70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dark forest berry,spice,,
696,516,Duffy's,U.k.,2010,Panama,Panama,70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,caramel and cocoa,,,
697,523,Duffy's,U.k.,2010,Ecuador,Star of Ecuador,70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,chalky,bread,dirt,
698,623,Duffy's,U.k.,2011,Honduras,"Indio Rojo, Xoco",72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,grapes,sour,
699,661,Duffy's,U.k.,2011,Dominican republic,Dominican Republic,65.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,heavy roast,woody,berry,
700,765,Duffy's,U.k.,2011,Venezuela,Ocumare,71.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense cocoa,,,
701,697,Duffy's,U.k.,2011,Nicaragua,"Nicaliso, Xoco",71.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,almond,coffee,
702,697,Duffy's,U.k.,2011,Panama,"Bocas del Toro, Tierra Oscura",72.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,licorice,leathery,,
703,923,Duffy's,U.k.,2012,Venezuela,Ocumare,72.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,nutty,,
704,1331,Duffy's,U.k.,2014,Nicaragua,"Rico Rugoso, Xoco",76.0,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,black pepper,rich,intense,
705,1331,Duffy's,U.k.,2014,Nicaragua,"Chuno, Xoco",70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,full bodied,spicy,
706,1662,Duffy's,U.k.,2015,Guatemala,"Rio Dulce, Xoco",70.0,4.0,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense,spicy,butterscotch,
707,1964,Duffy's,U.k.,2017,Nigeria,Eti-Oni,70.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,candy like off flavor,,,
708,2100,Duffy's,U.k.,2018,Guatemala,Mayan Red,80.0,3.25,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intense earthy,cocoa,roasty,
709,2366,Duffy's,U.k.,2019,Philippines,South Cotabato,70.0,3.5,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,honey,watery,sweet
710,1506,Dulcinea,U.S.A,2015,Dominican republic,"Dominican Republic, batch 1507",70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,earthy,mild banana,
711,1630,Durci,U.S.A,2015,Ecuador,Corona Arriba,70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,blackberry and cinnamon,,,
712,1626,Durci,U.S.A,2015,Peru,"Maranon, Joya Rara",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,orange,butterscotch,
713,1626,Durci,U.S.A,2015,Venezuela,"Rio Caribe, Tepui Treasure",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,roasty,intense brownie,
714,1630,Durci,U.S.A,2015,Dominican republic,Taino Secret,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dates,acidic,rich cocoa,
715,1630,Durci,U.S.A,2015,Venezuela,"Carenero, Empyrean Sabor",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cherry,earthy,tobacco,
716,2040,Durci,U.S.A,2018,Peru,Piura Blanco,70.0,4.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,smoth,dense,grape,
717,1343,East Van Roasters,Canada,2014,Dominican republic,"Dominican Republic, batch DR113",70.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,cocoa,,
718,1343,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,ultra fruity,,,
719,1343,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,waxy,spicy,tobacco,
720,1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dried fruit,strong floral,,
721,1812,Eau de Rose,Canada,2016,Colombia,Arauca,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild,dried fruit,chocolate,
722,919,Eclat (Felchlin),U.S.A,2012,Peru,"Maranon, Good & Evil, w/ nibs",72.0,2.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,buttery,burlap,,
723,2358,Eclat (Fruition),U.S.A,2019,Peru,"NOE, nacional/criollo, batch 1",80.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,almond butter,,
724,1876,Edelmond,Germany,2016,Venezuela,Porcelana,68.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dry,gritty,cardboard,nutty
725,252,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71.0,2.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,lemon,tart,burnt,chemical
726,709,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75.0,3.75,4,have_bean,have_cocoa_butter,have_not_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,rich,red berry,
727,32,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70.0,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,chalky,earthy,sour
728,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muted,cherry,banana,
729,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,banana,sour,
730,206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58.0,2.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,banana,smoke
731,439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,bold,cherry,peanut butter
732,439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,2.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,very sweet,marshmallow,,
733,1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,70.0,3.75,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,caramel,vanilla,
734,2382,Eldora,U.S.A,2019,Guatemala,"Polochic, batch 711",70.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,cocoa,fig notes,,
735,1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,tannic,earthy,
736,1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,60.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,low refinement,too sweet,,
737,1454,Emily's,Japan,2015,Peru,Peru,78.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,brownine,nutty,,
738,1450,Emily's,Japan,2015,Venezuela,Patanemo,79.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,woody,roasty,
739,2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,simple,mild cocoa,fruit,
740,2108,Encuentro,France,2018,Guatemala,Asochivite,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,sweet,,
741,2118,Encuentro,France,2018,Madagascar,Bejofo,70.0,3.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruity,roasty,,
742,2114,Encuentro,France,2018,Dominican republic,Oko Caribe,70.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,earthy,floral,cocoa,
743,1916,ENNA,U.S.A,2016,Honduras,"Wampusirpi, batch 007",75.0,3.25,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,carrots,heavy roast,,
744,2198,ENNA,U.S.A,2018,Vietnam,"Ben Tre, batch 77",72.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,intens,brownie,spicy,metal
745,2350,ENNA,U.S.A,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,muddy,rainins,nut,rubbery
746,2350,ENNA,U.S.A,2019,Tanzania,Kokoa Kamili,80.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fruit,dirty,,
747,2350,ENNA,U.S.A,2019,Sierra leone,Gola Rainforest,70.0,2.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dirty,earthy,burnt,honey
748,1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,green,long,intense
749,1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grit,smoke,wood,blackberry
750,1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild bitter,smoke,hammy,
751,252,Escazu,U.S.A,2008,Venezuela,Ocumare,72.0,3.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,woody,cocoa,,
752,423,Escazu,U.S.A,2009,Venezuela,Carenero Superior,81.0,3.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,hazelnut,fruit,slight bitter,
753,431,Escazu,U.S.A,2009,Blend,"Carenero, Guapiles, Ocumare blend",74.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,vanilla,sticky,
754,414,Escazu,U.S.A,2009,Costa rica,Guapiles,65.0,2.0,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sticky,slight plum,medicinal,
755,903,Escazu,U.S.A,2012,Venezuela,Rio Caribe,70.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,nutty,ginger,off notes,
756,666,Ethel's Artisan (Mars),U.S.A,2011,Blend,Red Vanilla,62.0,2.75,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sweet,vanilla,mild banana,
757,666,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Peru, Madagascar",55.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,overyly sweet,fruit punch,
758,666,Ethel's Artisan (Mars),U.S.A,2011,Trinidad,Trinidad,55.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,grits,very sweet,banana,
759,666,Ethel's Artisan (Mars),U.S.A,2011,Venezuela,Porcelana,70.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,strong vanilla,strawberry,nut,
760,672,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Venezuela, Trinidad",62.0,2.5,4,have_bean,have_cocoa_butter,have_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,gritty,sweet,vanilla,woody
761,1275,Ethereal,U.S.A,2014,Dominican republic,Dominican Republic,80.0,3.75,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,coarse,mild bitter,raisin,
762,1275,Ethereal,U.S.A,2014,Ecuador,Ecuador,80.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicy,roasty,mild bitter,
763,1275,Ethereal,U.S.A,2014,Belize,Belize,80.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,mild fruit,earthy,,
764,2142,Ethereal,U.S.A,2018,Guatemala,Guatemala,80.0,3.5,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,prominent plum note,,,
765,2450,Exquisito,U.S.A,2019,Peru,"Maranon, Fortunato",73.0,3.0,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,dominated by heavy roast,,,
766,565,Fearless (AMMA),U.S.A,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,perfume,floral,vanilla,
767,1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76.0,3.0,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,roasty,spicy,nutty,
768,1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76.0,2.75,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,metallic,off notes,powdery,
769,1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76.0,2.5,2,have_bean,have_not_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,sandy,nutty,off notes
770,56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68.0,4.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,complex,raspberry,cocoa,
771,48,Felchlin,Switzerland,2006,Ecuador,Arriba,72.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,fatty,rich,spice,nutty
772,48,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,basic cocoa,short length,,
773,48,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,floral,complex,
774,105,Felchlin,Switzerland,2006,Dominican republic,Elvesia P.,74.0,3.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,creamy,roasty,cocoa,
775,105,Felchlin,Switzerland,2006,Blend,Supremo- SF,62.0,2.0,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,malitol,cocoa,,
776,494,Felchlin,Switzerland,2010,Grenada,Grenada,58.0,3.5,5,have_bean,have_cocoa_butter,have_vanila,have_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,spicey,marshmallow,,
777,1283,Finca,U.S.A,2014,Dominican republic,Dominican Republic,70.0,3.25,3,have_bean,have_cocoa_butter,have_not_vanila,have_not_lecithin,have_not_salt,have_sugar,have_not_sweetener_without_sugar,sandy,sweet,mild fruit,
